Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model;Detected
x0;newton_raphson_dup.cpp;30;2.1838905811309814;1-8;Random bit-flip;1
x;newton_raphson.hpp;35;4.8707005977630615;1-8;Random bit-flip;1
currIter;newton_raphson.hpp;55;8.691879749298096;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;2.3862006664276123;1-8;Random bit-flip;1
currIter;newton_raphson.hpp;55;3.738839626312256;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;1.353837251663208;1-8;Random bit-flip;1
delta;newton_raphson.hpp;46;4.527085542678833;1-8;Random bit-flip;1
i;newton_raphson_dup.cpp;68;13.02177619934082;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;2.2145235538482666;1-8;Random bit-flip;1
x;newton_raphson.hpp;35;1.7218523025512695;1-8;Random bit-flip;1
x;newton_raphson.hpp;50;2.784998655319214;1-8;Random bit-flip;1
found_root;newton_raphson.hpp;54;4.056971549987793;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;4.664157152175903;1-8;Random bit-flip;1
x;newton_raphson.hpp;50;8.718540906906128;1-8;Random bit-flip;1
x;newton_raphson.hpp;50;3.4583466053009033;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;2.770535945892334;1-8;Random bit-flip;1
PI;newton_raphson_dup.cpp;16;2.759559154510498;1-8;Random bit-flip;1
x;newton_raphson.hpp;50;1.7884747982025146;1-8;Random bit-flip;1
x;newton_raphson.hpp;50;2.865130662918091;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;7.3244030475616455;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;6.97020411491394;1-8;Random bit-flip;1
results2;newton_raphson_dup.cpp;45;1.6306731700897217;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;8.069302797317505;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;4.277392864227295;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;8.279765605926514;1-8;Random bit-flip;1
x;newton_raphson.hpp;35;4.4745543003082275;1-8;Random bit-flip;1
currIter;newton_raphson.hpp;55;2.0992484092712402;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;5.9087488651275635;1-8;Random bit-flip;1
x;newton_raphson_dup.cpp;13;3.8800363540649414;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;3.4499711990356445;1-8;Random bit-flip;1
found_root;newton_raphson.hpp;54;4.681581497192383;1-8;Random bit-flip;1
h;newton_raphson.hpp;47;7.8907692432403564;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;7.919264793395996;1-8;Random bit-flip;1
currIter;newton_raphson.hpp;55;4.65356183052063;1-8;Random bit-flip;1
results2;newton_raphson_dup.cpp;45;8.394112348556519;1-8;Random bit-flip;1
currIter;newton_raphson.hpp;55;3.8476722240448;1-8;Random bit-flip;1
found_root;newton_raphson.hpp;54;3.8113858699798584;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;6.6261231899261475;1-8;Random bit-flip;1
found_root;newton_raphson.hpp;54;2.5787675380706787;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;4.936267614364624;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;4.504567623138428;1-8;Random bit-flip;1
eps;newton_raphson.hpp;46;5.710457801818848;1-8;Random bit-flip;1
results1;newton_raphson_dup.cpp;43;6.9013285636901855;1-8;Random bit-flip;1
currIter;newton_raphson.hpp;55;3.4741601943969727;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;2.9526758193969727;1-8;Random bit-flip;1
found_root;newton_raphson.hpp;54;3.4206080436706543;1-8;Random bit-flip;1
h;newton_raphson.hpp;47;4.949712038040161;1-8;Random bit-flip;1
results1;newton_raphson_dup.cpp;43;7.025790691375732;1-8;Random bit-flip;1
size;newton_raphson_dup.cpp;67;13.793222904205322;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;6.612681865692139;1-8;Random bit-flip;1
found_root;newton_raphson.hpp;54;2.277614116668701;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;3.950476884841919;1-8;Random bit-flip;1
x;newton_raphson.hpp;50;5.8615663051605225;1-8;Random bit-flip;1
df_x;newton_raphson.hpp;58;7.503463983535767;1-8;Random bit-flip;1
df_x;newton_raphson.hpp;58;2.064692974090576;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;4.2292070388793945;1-8;Random bit-flip;1
x;newton_raphson_dup.cpp;13;7.270977258682251;1-8;Random bit-flip;1
__for_begin;newton_raphson_dup.cpp;0;13.536214590072632;1-8;Random bit-flip;1
__for_end;newton_raphson_dup.cpp;0;13.142900943756104;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;5.512282848358154;1-8;Random bit-flip;1
PI;newton_raphson_dup.cpp;16;6.424248456954956;1-8;Random bit-flip;1
found_root;newton_raphson.hpp;54;8.368616342544556;1-8;Random bit-flip;1
x;newton_raphson.hpp;50;2.6082873344421387;1-8;Random bit-flip;1
results;newton_raphson_dup.cpp;28;4.7390296459198;1-8;Random bit-flip;1
h;newton_raphson.hpp;47;7.752742052078247;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;1.4879794120788574;1-8;Random bit-flip;1
result;newton_raphson_dup.cpp;32;3.4810335636138916;1-8;Random bit-flip;1
x;newton_raphson_dup.cpp;13;3.993034839630127;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;3.7996761798858643;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;4.059734344482422;1-8;Random bit-flip;1
results1;newton_raphson_dup.cpp;43;1.148538589477539;1-8;Random bit-flip;1
currIter;newton_raphson.hpp;55;4.185311317443848;1-8;Random bit-flip;1
results1;newton_raphson_dup.cpp;43;7.2855401039123535;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;6.798278093338013;1-8;Random bit-flip;1
f_x;newton_raphson.hpp;51;1.5561962127685547;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;6.613207578659058;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;8.027236461639404;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;3.673431158065796;1-8;Random bit-flip;1
found_root;newton_raphson.hpp;54;3.6035327911376953;1-8;Random bit-flip;1
i;newton_raphson_dup.cpp;68;13.24951434135437;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;3.22739577293396;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;4.9573423862457275;1-8;Random bit-flip;1
x;newton_raphson_dup.cpp;13;5.663605690002441;1-8;Random bit-flip;1
size;newton_raphson_dup.cpp;67;13.878408670425415;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;6.80464768409729;1-8;Random bit-flip;1
this;newton_raphson_dup.cpp;0;13.119990110397339;1-8;Random bit-flip;1
size;newton_raphson_dup.cpp;67;13.637309551239014;1-8;Random bit-flip;1
A;newton_raphson_dup.cpp;15;8.28942608833313;1-8;Random bit-flip;1
found_root;newton_raphson.hpp;54;4.220565319061279;1-8;Random bit-flip;1
results1;newton_raphson_dup.cpp;43;5.360049247741699;1-8;Random bit-flip;1
results1;newton_raphson_dup.cpp;43;13.562173128128052;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;4.34575891494751;1-8;Random bit-flip;1
debug;newton_raphson.hpp;48;2.9048233032226562;1-8;Random bit-flip;1
results1;newton_raphson_dup.cpp;43;7.493826627731323;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;7.779240608215332;1-8;Random bit-flip;1
__GI___abort_msg;abort.c;38;13.414482593536377;1-8;Random bit-flip;1
h;newton_raphson.hpp;47;2.301448106765747;1-8;Random bit-flip;1
i;newton_raphson_dup.cpp;68;13.449692010879517;1-8;Random bit-flip;1
results2;newton_raphson_dup.cpp;45;2.3916702270507812;1-8;Random bit-flip;1
results1;newton_raphson_dup.cpp;43;5.64286470413208;1-8;Random bit-flip;1
x;newton_raphson.hpp;35;7.742246866226196;1-8;Random bit-flip;1
found_root;newton_raphson.hpp;54;1.2966525554656982;1-8;Random bit-flip;1
value;newton_raphson_dup.cpp;83;13.024919271469116;1-8;Random bit-flip;1
currIter;newton_raphson.hpp;55;2.6811180114746094;1-8;Random bit-flip;1
